Column 01,Column 02,Column 03,Column 04,Column 05,Column 06,Column 07,Column 08,Column 09,Column 10,Column 11,Column 12,Column 13,Column 14
53400,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53401,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53402,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53403,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53404,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53405,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53406,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53407,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53408,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53409,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53412,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53413,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53414,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53415,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53416,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53417,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53442,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53443,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53444,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53445,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53446,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53447,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53448,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
53449,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
82345357,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95739,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95740,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95743,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95744,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95745,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95746,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95747,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95748,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
95749,40,18000,lumpsum, €,5000,4, €,18000,see 'lifetime', €,5000.00,upon decommission, €
82202527,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82202542,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82202655,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82202656,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82202657,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82202658,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82202659,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82208547,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82208549,40,100000,lumpsum, €,3000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
202530,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42674,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42682,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42690,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42706,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42714,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42722,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
42754,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82315015,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82315016,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82315018,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82315049,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82315050,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82315051,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82346211,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82346244,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
82364814,15,670,lumpsum, €,0,0, €,670,see 'lifetime', €,5000.00,upon decommission, €
100720,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100721,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100766,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100844,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100845,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100916,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100917,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100918,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100976,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
100977,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
101775,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
200004,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
200288,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
200289,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
200290,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
201888,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270545,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270552,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270559,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270567,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270574,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270581,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
270588,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
43584,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
43585,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
44705,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
44706,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
45004,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
45005,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313742,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313759,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313791,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313794,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313796,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313798,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313800,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313802,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313804,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82313806,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82346783,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82346786,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82346787,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82358420,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82358421,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82375565,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82375566,15,50000,lumpsum, €,30000,10, €,50000,see 'lifetime', €,5000.00,upon decommission, €
82343775,25,100000,lumpsum, €,25000,10, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82343776,25,100000,lumpsum, €,25000,10, €,100000,see 'lifetime', €,5000.00,upon decommission, €
202345,30,25000,lumpsum, €,2500,5, €,25000,see 'lifetime', €,5000.00,upon decommission, €
202346,30,25000,lumpsum, €,2500,5, €,25000,see 'lifetime', €,5000.00,upon decommission, €
202347,30,25000,lumpsum, €,2500,5, €,25000,see 'lifetime', €,5000.00,upon decommission, €
100863,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200053,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200054,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200055,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200057,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200058,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200226,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200282,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200325,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200412,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200413,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200414,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200415,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200416,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200423,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200424,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200425,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200426,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200427,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200428,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200429,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200430,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200431,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200432,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200434,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200436,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200437,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200763,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200765,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200768,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200771,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200772,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
200773,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
201742,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
201818,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
201819,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
202276,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
202314,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
202353,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
202354,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
202491,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82313320,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82315052,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82315054,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82337305,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82337363,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82340295,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82340296,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82341030,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82342900,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82346676,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82355656,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82355657,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82355658,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82355659,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82375707,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
82375799,15,13512.5,lumpsum, €,5000,10, €,13512.5,see 'lifetime', €,5000.00,upon decommission, €
100866,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
100938,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
102574,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
202417,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82311931,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82344087,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82347007,20,100000,lumpsum, €,5000,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
100873,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
201771,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
202181,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
202182,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
202312,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82342518,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82342538,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82342693,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82344415,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82346871,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82346872,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82348160,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364103,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82364107,20,100000,lumpsum, €,3500,4, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350162,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350163,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350164,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350165,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350201,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350202,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350207,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
82350209,17,100000,lumpsum, €,1500,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73500,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73501,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73502,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73503,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73504,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73505,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73506,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73507,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73508,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73509,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73510,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73511,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73512,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73539,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73540,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73541,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73542,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73543,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73544,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73545,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73546,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73547,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73548,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73549,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73550,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73551,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73552,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73553,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73554,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73555,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73556,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73557,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73558,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73559,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73560,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73561,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73562,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73563,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73564,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73565,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73566,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73567,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73568,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73569,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73570,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73571,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73572,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73573,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73574,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73575,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73576,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73577,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73578,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73579,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73580,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73581,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
73582,20,100000,lumpsum, €,105.38,5, €,100000,see 'lifetime', €,5000.00,upon decommission, €
100739,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
100782,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
100940,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
103586,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
103596,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
103597,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
200739,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
200744,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201740,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201741,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201747,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201748,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201749,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201750,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201751,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201753,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201805,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201853,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201854,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201855,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201857,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201865,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
201994,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
202026,20,15000,lumpsum, €,250,5, €,15000,see 'lifetime', €,5000.00,upon decommission, €
